recency,frequency,monetary,r_rank_norm,f_rank_norm,m_rank_norm,RFM_score,customer_segment
204,2,348.32,55.99,91.93,88.47,4.23,High
110,1,35.79,79.58,43.48,7.22,1.41,lost customers
89,1,254.12,83.45,43.48,82.5,3.59,Medium
331,1,60.01,28.95,43.48,23.26,1.49,lost customers
265,1,47.0,43.49,43.48,14.85,1.36,lost customers
23,1,94.74,98.06,43.48,43.2,2.58,Low
145,1,82.37,70.65,43.48,36.97,2.19,Low
377,1,1225.05,22.65,43.48,98.33,3.58,Medium
37,1,54.31,93.99,43.48,19.53,1.87,Low
400,1,72.14,19.37,43.48,31.29,1.65,Low
447,1,230.2,13.64,43.48,80.16,3.0,Low
284,1,302.35,38.76,43.48,85.86,3.35,Medium
391,1,77.57,20.73,43.48,34.71,1.75,Low
75,1,34.23,86.41,43.48,6.18,1.43,lost customers
112,3,785.67,79.21,97.68,96.47,4.71,Top
125,1,166.06,75.83,43.48,68.63,3.13,Medium
271,1,246.37,42.29,43.48,81.8,3.26,Medium
329,6,1302.54,29.47,99.68,98.5,4.42,High
323,1,65.71,30.43,43.48,27.18,1.61,Low
23,1,89.63,98.06,43.48,40.95,2.51,Low
135,1,57.29,72.92,43.48,21.46,1.77,Low
277,1,87.17,40.82,43.48,39.57,2.04,Low
308,1,32.77,32.54,43.48,5.26,1.0,lost customers
219,1,23.72,52.55,43.48,1.26,1.04,lost customers
76,4,2631.68,86.13,98.88,99.59,4.87,Top
285,1,31.77,38.44,43.48,4.53,1.03,lost customers
44,1,223.19,92.17,43.48,79.33,3.56,Medium
280,1,135.08,39.78,43.48,59.41,2.6,Low
506,1,114.76,6.8,43.48,51.96,2.14,Low
376,1,203.96,22.82,43.48,76.34,2.96,Low
247,2,234.52,45.74,91.93,80.61,3.93,Medium
558,1,59.04,2.76,43.48,22.76,1.28,lost customers
37,1,223.93,93.99,43.48,79.42,3.58,Medium
277,1,123.01,40.82,43.48,55.31,2.49,Low
209,1,67.5,54.69,43.48,28.4,1.83,Low
48,1,88.54,91.51,43.48,40.4,2.45,Low
71,2,399.36,86.93,91.93,90.46,4.52,Top
461,1,152.61,12.11,43.48,64.92,2.55,Low
215,1,94.25,53.87,43.48,42.92,2.24,Low
483,2,356.48,9.38,91.93,88.86,3.89,Medium
421,1,57.68,16.49,43.48,21.77,1.35,lost customers
267,1,86.15,42.88,43.48,39.05,2.04,Low
503,1,1097.94,7.25,43.48,98.01,3.46,Medium
523,1,312.38,5.74,43.48,86.51,3.12,Medium
225,1,63.27,51.22,43.48,25.38,1.72,Low
294,1,77.41,34.89,43.48,34.53,1.85,Low
26,1,62.16,97.65,43.48,24.54,2.04,Low
26,1,220.66,97.65,43.48,79.03,3.59,Medium
26,1,84.58,97.65,43.48,38.2,2.43,Low
267,2,998.8,42.88,91.93,97.67,4.39,High
425,1,44.24,16.09,43.48,13.0,1.1,lost customers
469,2,58.62,11.15,91.93,22.51,2.01,Low
55,2,123.49,89.71,91.93,55.5,3.54,Medium
117,1,120.29,78.26,43.48,54.5,2.75,Low
407,1,163.48,18.4,43.48,67.87,2.68,Low
239,1,162.55,47.78,43.48,67.54,2.89,Low
187,1,30.0,60.76,43.48,3.65,1.17,lost customers
433,1,56.58,15.07,43.48,20.86,1.32,lost customers
453,1,344.15,12.97,43.48,88.29,3.22,Medium
260,1,134.38,43.99,43.48,59.17,2.62,Low
243,1,143.65,46.97,43.48,62.3,2.74,Low
376,1,236.77,22.82,43.48,80.85,3.08,Medium
349,1,86.73,26.71,43.48,39.33,1.93,Low
490,1,70.03,8.51,43.48,30.09,1.53,lost customers
488,1,182.15,8.82,43.48,72.35,2.74,Low
358,1,61.8,25.28,43.48,24.31,1.49,lost customers
288,1,66.64,36.66,43.48,27.72,1.67,Low
22,1,102.35,98.48,43.48,46.65,2.68,Low
50,1,35.45,90.79,43.48,6.99,1.49,lost customers
464,1,166.67,11.6,43.48,68.78,2.66,Low
83,1,112.09,84.68,43.48,50.78,2.69,Low
316,1,86.02,31.45,43.48,38.93,1.95,Low
363,1,20.77,24.58,43.48,0.59,0.81,lost customers
510,1,23.42,6.66,43.48,1.22,0.69,lost customers
236,1,110.89,48.83,43.48,50.3,2.41,Low
265,1,72.43,43.49,43.48,31.49,1.83,Low
86,1,33.92,83.78,43.48,5.88,1.4,lost customers
155,1,122.48,68.05,43.48,55.15,2.69,Low
112,1,123.46,79.21,43.48,55.47,2.78,Low
365,1,33.0,24.09,43.48,5.39,0.94,lost customers
351,1,175.77,26.3,43.48,71.03,2.83,Low
413,1,100.34,17.62,43.48,45.82,2.05,Low
288,1,64.0,36.66,43.48,25.84,1.62,Low
289,1,54.78,36.12,43.48,19.78,1.44,lost customers
386,1,83.93,21.31,43.48,37.83,1.85,Low
22,1,48.31,98.48,43.48,15.93,1.8,Low
125,1,118.28,75.83,43.48,53.72,2.71,Low
176,1,68.37,63.09,43.48,29.05,1.91,Low
300,1,24.71,33.71,43.48,1.5,0.9,lost customers
555,1,214.56,2.89,43.48,77.98,2.85,Low
298,1,190.75,34.26,43.48,74.02,2.98,Low
112,1,165.95,79.21,43.48,68.61,3.16,Medium
162,1,59.32,66.28,43.48,22.92,1.76,Low
397,1,32.77,19.93,43.48,5.26,0.91,lost customers
56,1,87.47,89.43,43.48,39.72,2.41,Low
292,1,46.59,35.55,43.48,14.56,1.29,lost customers
225,1,86.15,51.22,43.48,39.05,2.11,Low
242,2,16.37,47.19,91.93,0.1,1.64,Low
302,1,145.11,33.31,43.48,62.77,2.65,Low
310,2,176.0,32.06,91.93,71.13,3.55,Medium
92,1,75.48,82.56,43.48,33.39,2.18,Low
135,1,59.04,72.92,43.48,22.76,1.8,Low
56,2,148.96,89.43,91.93,64.02,3.78,Medium
399,1,21.85,19.56,43.48,0.85,0.78,lost customers
288,1,160.77,36.66,43.48,67.1,2.8,Low
274,1,108.16,41.28,43.48,49.41,2.33,Low
19,1,67.58,99.42,43.48,28.51,2.17,Low
140,1,152.73,71.82,43.48,64.96,3.0,Low
78,1,750.21,85.6,43.48,96.18,3.99,Medium
113,1,198.73,78.93,43.48,75.54,3.35,Medium
471,1,148.06,10.84,43.48,63.69,2.51,Low
490,1,220.71,8.51,43.48,79.03,2.93,Low
179,1,68.51,62.63,43.48,29.14,1.91,Low
371,1,1524.24,23.43,43.48,98.86,3.6,Medium
72,1,14.29,86.63,43.48,0.03,1.26,lost customers
230,2,57.68,50.23,91.93,21.77,2.28,Low
518,1,74.49,6.13,43.48,32.83,1.59,lost customers
362,1,106.33,24.8,43.48,48.49,2.18,Low
279,1,69.49,40.21,43.48,29.74,1.76,Low
413,1,64.1,17.62,43.48,26.02,1.48,lost customers
201,1,65.87,57.08,43.48,27.3,1.81,Low
90,1,163.43,83.17,43.48,67.84,3.17,Medium
107,2,139.84,79.76,91.93,61.2,3.63,Medium
26,1,25.61,97.65,43.48,1.74,1.39,lost customers
357,1,164.81,25.53,43.48,68.31,2.75,Low
99,1,33.28,81.03,43.48,5.57,1.38,lost customers
295,1,106.77,34.57,43.48,48.66,2.25,Low
533,1,66.58,4.86,43.48,27.65,1.43,lost customers
305,1,106.99,33.11,43.48,48.86,2.25,Low
544,1,212.97,3.94,43.48,77.72,2.85,Low
210,1,58.38,54.35,43.48,22.36,1.65,Low
274,1,31.75,41.28,43.48,4.45,1.05,lost customers
148,1,139.81,69.62,43.48,61.2,2.88,Low
419,1,65.0,16.88,43.48,26.59,1.49,lost customers
368,1,59.45,23.79,43.48,23.0,1.44,lost customers
239,2,838.0,47.78,91.93,96.85,4.41,High
432,1,102.03,15.24,43.48,46.49,2.05,Low
96,1,105.95,81.81,43.48,48.3,2.6,Low
287,1,155.26,37.33,43.48,65.61,2.76,Low
76,1,63.83,86.13,43.48,25.73,1.99,Low
183,1,96.47,61.49,43.48,43.91,2.32,Low
299,1,122.51,34.02,43.48,55.18,2.44,Low
49,1,68.59,91.18,43.48,29.17,2.12,Low
442,1,84.14,14.08,43.48,37.94,1.8,Low
259,1,86.15,44.15,43.48,39.05,2.05,Low
371,1,107.87,23.43,43.48,49.27,2.19,Low
397,1,59.68,19.93,43.48,23.07,1.42,lost customers
187,1,230.75,60.76,43.48,80.21,3.35,Medium
291,1,175.5,35.81,43.48,70.98,2.9,Low
133,1,138.74,73.32,43.48,60.82,2.89,Low
182,1,315.08,61.87,43.48,86.71,3.54,Medium
57,1,64.96,89.15,43.48,26.53,2.03,Low
282,1,116.94,38.95,43.48,53.0,2.41,Low
160,1,100.57,67.1,43.48,45.9,2.42,Low
239,1,85.24,47.78,43.48,38.55,2.07,Low
485,1,235.28,9.0,43.48,80.69,2.98,Low
208,1,92.9,55.14,43.48,42.37,2.23,Low
21,2,107.56,98.88,91.93,49.08,3.43,Medium
387,1,46.77,21.11,43.48,14.68,1.19,lost customers
106,1,99.75,79.98,43.48,45.51,2.51,Low
23,1,63.65,98.06,43.48,25.64,2.07,Low
286,1,88.03,37.94,43.48,40.15,2.04,Low
34,1,58.4,95.23,43.48,22.37,1.96,Low
209,1,161.69,54.69,43.48,67.29,2.94,Low
197,1,74.07,57.82,43.48,32.59,1.97,Low
399,1,27.98,19.56,43.48,2.76,0.83,lost customers
235,1,20.08,49.11,43.48,0.45,0.99,lost customers
173,1,92.95,64.11,43.48,42.4,2.3,Low
327,1,95.21,29.91,43.48,43.37,2.07,Low
352,1,34.84,26.14,43.48,6.42,0.99,lost customers
382,2,43.75,21.99,91.93,12.58,1.81,Low
40,1,45.53,93.51,43.48,13.92,1.71,Low
281,1,163.25,39.3,43.48,67.79,2.84,Low
497,1,64.26,7.69,43.48,26.2,1.41,lost customers
226,1,138.6,50.95,43.48,60.71,2.72,Low
35,1,117.12,94.85,43.48,53.13,2.83,Low
573,2,283.72,1.93,91.93,84.71,3.72,Medium
413,1,101.71,17.62,43.48,46.32,2.06,Low
64,1,393.47,88.19,43.48,90.27,3.84,Medium
82,1,167.99,84.91,43.48,69.18,3.22,Medium
33,1,339.67,95.63,43.48,88.04,3.84,Medium
118,2,204.2,77.93,91.93,76.4,4.05,High
364,1,31.77,24.36,43.48,4.53,0.92,lost customers
245,1,162.55,46.43,43.48,67.54,2.88,Low
83,1,129.19,84.68,43.48,57.53,2.88,Low
82,1,385.16,84.91,43.48,90.02,3.81,Medium
230,1,118.83,50.23,43.48,53.93,2.52,Low
287,1,45.09,37.33,43.48,13.58,1.28,lost customers
288,2,172.38,36.66,91.93,70.22,3.56,Medium
133,1,168.63,73.32,43.48,69.38,3.14,Medium
90,1,31.11,83.17,43.48,4.12,1.35,lost customers
258,1,64.24,44.38,43.48,26.19,1.69,Low
127,1,117.05,74.97,43.48,53.11,2.68,Low
511,1,72.48,6.57,43.48,31.53,1.56,lost customers
183,1,175.53,61.49,43.48,70.98,3.09,Medium
214,1,279.08,54.13,43.48,84.4,3.42,Medium
98,1,51.13,81.31,43.48,17.52,1.72,Low
323,1,92.11,30.43,43.48,41.96,2.03,Low
259,1,75.07,44.15,43.48,33.08,1.88,Low
105,1,87.36,80.19,43.48,39.67,2.34,Low
168,3,59.07,65.27,97.68,22.77,2.51,Low
117,1,26.38,78.26,43.48,1.98,1.25,lost customers
19,1,254.23,99.42,43.48,82.52,3.71,Medium
236,1,132.13,48.83,43.48,58.42,2.64,Low
90,1,277.3,83.17,43.48,84.29,3.63,Medium
112,1,128.65,79.21,43.48,57.33,2.84,Low
201,1,67.6,57.08,43.48,28.53,1.85,Low
22,1,21.89,98.48,43.48,0.86,1.37,lost customers
506,2,631.76,6.8,91.93,94.96,4.04,High
78,1,136.06,85.6,43.48,59.75,2.95,Low
323,1,101.96,30.43,43.48,46.44,2.16,Low
274,1,157.36,41.28,43.48,66.21,2.81,Low
320,2,218.04,31.05,91.93,78.6,3.76,Medium
250,1,45.09,45.38,43.48,13.58,1.34,lost customers
278,1,206.84,40.58,43.48,76.77,3.1,Medium
280,1,84.03,39.78,43.48,37.87,1.99,Low
172,1,123.18,64.41,43.48,55.37,2.67,Low
161,1,140.63,66.7,43.48,61.45,2.86,Low
56,1,33.04,89.43,43.48,5.41,1.43,lost customers
300,1,125.01,33.71,43.48,56.05,2.46,Low
179,2,92.9,62.63,91.93,42.37,2.96,Low
96,1,46.43,81.81,43.48,14.51,1.64,Low
99,1,51.72,81.03,43.48,17.8,1.72,Low
488,1,188.96,8.82,43.48,73.66,2.77,Low
504,1,51.55,7.11,43.48,17.7,1.17,lost customers
146,3,955.08,70.32,97.68,97.51,4.67,Top
314,1,162.29,31.76,43.48,67.48,2.77,Low
155,2,229.32,68.05,91.93,80.07,4.08,High
323,1,163.81,30.43,43.48,68.01,2.78,Low
195,1,183.4,58.59,43.48,72.54,3.12,Medium
482,1,168.4,9.57,43.48,69.33,2.66,Low
154,1,262.02,68.41,43.48,83.12,3.49,Medium
175,1,92.44,63.49,43.48,42.07,2.28,Low
237,1,98.62,48.51,43.48,44.97,2.25,Low
128,1,140.91,74.55,43.48,61.49,2.92,Low
105,1,83.16,80.19,43.48,37.44,2.28,Low
345,1,47.69,27.09,43.48,15.39,1.25,lost customers
42,1,70.9,92.9,43.48,30.54,2.18,Low
292,1,96.8,35.55,43.48,44.1,2.13,Low
526,1,152.34,5.4,43.48,64.84,2.5,Low
380,1,32.77,22.08,43.48,5.26,0.92,lost customers
127,1,133.76,74.97,43.48,58.98,2.85,Low
169,1,83.15,64.85,43.48,37.43,2.16,Low
362,2,41.14,24.8,91.93,10.91,1.78,Low
239,1,75.07,47.78,43.48,33.08,1.91,Low
470,1,102.03,11.0,43.48,46.49,2.02,Low
244,1,82.23,46.76,43.48,36.88,2.01,Low
194,1,205.47,58.92,43.48,76.59,3.23,Medium
190,1,65.0,59.68,43.48,26.59,1.81,Low
22,1,27.39,98.48,43.48,2.41,1.42,lost customers
281,1,133.48,39.3,43.48,58.86,2.58,Low
142,1,123.67,71.06,43.48,55.57,2.73,Low
160,2,175.52,67.1,91.93,70.98,3.81,Medium
302,1,180.61,33.31,43.48,72.08,2.91,Low
29,1,64.51,96.54,43.48,26.36,2.08,Low
195,1,74.63,58.59,43.48,32.9,1.99,Low
330,1,478.05,29.2,43.48,92.53,3.46,Medium
236,1,202.83,48.83,43.48,76.15,3.15,Medium
186,3,269.64,61.02,97.68,83.79,4.21,High
513,1,322.17,6.36,43.48,87.21,3.14,Medium
28,1,224.1,96.93,43.48,79.45,3.6,Medium
84,1,38.21,84.42,43.48,9.15,1.5,lost customers
169,1,168.65,64.85,43.48,69.38,3.07,Medium
397,1,31.58,19.93,43.48,4.33,0.88,lost customers
364,1,24.34,24.36,43.48,1.42,0.83,lost customers
49,1,62.65,91.18,43.48,24.85,2.0,Low
169,1,41.29,64.85,43.48,10.97,1.41,lost customers
413,1,59.27,17.62,43.48,22.9,1.39,lost customers
111,1,95.8,79.42,43.48,43.67,2.45,Low
98,1,152.83,81.31,43.48,64.98,3.07,Medium
259,1,25.77,44.15,43.48,1.8,0.99,lost customers
99,1,128.66,81.03,43.48,57.34,2.85,Low
244,1,95.09,46.76,43.48,43.32,2.19,Low
78,1,56.5,85.6,43.48,20.84,1.84,Low
488,1,255.85,8.82,43.48,82.64,3.03,Medium
231,1,81.5,49.87,43.48,36.54,2.02,Low
546,1,32.79,3.7,43.48,5.32,0.79,lost customers
166,1,200.21,65.82,43.48,75.78,3.26,Medium
545,1,90.69,3.82,43.48,41.32,1.82,Low
35,1,169.13,94.85,43.48,69.51,3.3,Medium
292,2,300.68,35.55,91.93,85.78,4.0,Medium
69,1,53.06,87.6,43.48,18.7,1.8,Low
316,1,113.15,31.45,43.48,51.27,2.31,Low
287,1,62.41,37.33,43.48,24.7,1.59,lost customers
281,1,89.67,39.3,43.48,40.97,2.07,Low
299,1,145.5,34.02,43.48,62.84,2.65,Low
218,1,143.12,52.84,43.48,62.14,2.78,Low
42,1,170.0,92.9,43.48,69.71,3.29,Medium
222,1,44.09,52.15,43.48,12.84,1.37,lost customers
281,2,452.32,39.3,91.93,91.94,4.2,High
236,1,165.54,48.83,43.48,68.46,2.93,Low
467,1,48.08,11.43,43.48,15.64,1.14,lost customers
258,3,40.1,44.38,97.68,10.26,1.99,Low
238,1,161.65,48.15,43.48,67.28,2.89,Low
392,1,53.09,20.54,43.48,18.71,1.3,lost customers
292,1,1334.28,35.55,43.48,98.57,3.68,Medium
148,1,140.14,69.62,43.48,61.34,2.88,Low
189,1,34.05,60.04,43.48,6.03,1.23,lost customers
117,1,171.36,78.26,43.48,70.0,3.19,Medium
455,1,251.09,12.77,43.48,82.23,3.05,Medium
504,1,30.29,7.11,43.48,3.82,0.77,lost customers
104,1,148.19,80.28,43.48,63.81,3.03,Medium
352,1,33.84,26.14,43.48,5.85,0.97,lost customers
347,1,61.73,27.0,43.48,24.18,1.5,lost customers
155,1,224.87,68.05,43.48,79.53,3.39,Medium
481,1,179.05,9.75,43.48,71.81,2.73,Low
240,1,107.95,47.46,43.48,49.32,2.37,Low
329,1,379.0,29.47,43.48,89.83,3.39,Medium
106,1,112.74,79.98,43.48,51.07,2.66,Low
169,1,61.29,64.85,43.48,23.95,1.78,Low
317,1,61.59,31.27,43.48,24.09,1.53,lost customers
310,1,92.84,32.06,43.48,42.33,2.06,Low
275,3,829.05,41.01,97.68,96.8,4.43,High
700,1,82.08,0.05,43.48,36.82,1.66,Low
207,1,618.6,55.49,43.48,94.76,3.73,Medium
358,1,44.49,25.28,43.48,13.18,1.17,lost customers
366,3,811.98,23.89,97.68,96.64,4.3,High
379,2,746.22,22.26,91.93,96.14,4.19,High
358,2,310.28,25.28,91.93,86.39,3.94,Medium
91,1,506.29,82.87,43.48,93.06,3.88,Medium
187,3,238.41,60.76,97.68,81.05,4.13,High
68,1,96.35,87.84,43.48,43.87,2.52,Low
96,5,758.0,81.81,99.41,96.25,4.75,Top
187,1,42.79,60.76,43.48,11.97,1.41,lost customers
540,1,29.51,4.2,43.48,3.43,0.74,lost customers
223,1,138.89,51.86,43.48,60.87,2.73,Low
100,1,366.51,80.68,43.48,89.27,3.76,Medium
490,2,41.5,8.51,91.93,11.02,1.66,Low
411,1,35.0,18.02,43.48,6.56,0.93,lost customers
331,1,27.33,28.95,43.48,2.35,0.89,lost customers
202,1,226.9,56.75,43.48,79.77,3.31,Medium
133,1,61.12,73.32,43.48,23.89,1.84,Low
138,1,621.07,72.55,43.48,94.82,3.86,Medium
146,1,209.06,70.32,43.48,77.17,3.34,Medium
191,1,208.14,59.4,43.48,77.03,3.25,Medium
343,1,144.56,27.49,43.48,62.58,2.6,Low
295,1,316.4,34.57,43.48,86.8,3.34,Medium
534,1,79.61,4.71,43.48,35.86,1.67,Low
365,1,136.08,24.09,43.48,59.76,2.49,Low
161,1,19.39,66.7,43.48,0.34,1.12,lost customers
79,1,64.44,85.24,43.48,26.31,2.0,Low
203,1,254.22,56.36,43.48,82.51,3.38,Medium
193,1,64.01,59.22,43.48,25.89,1.79,Low
540,1,15.22,4.2,43.48,0.06,0.64,lost customers
364,1,53.28,24.36,43.48,18.83,1.33,lost customers
65,1,78.79,87.99,43.48,35.48,2.28,Low
153,1,114.68,68.72,43.48,51.92,2.6,Low
411,1,227.27,18.02,43.48,79.83,3.02,Medium
126,2,482.44,75.41,91.93,92.61,4.49,High
127,1,114.68,74.97,43.48,51.92,2.65,Low
468,2,97.05,11.29,91.93,44.25,2.63,Low
329,1,61.88,29.47,43.48,24.36,1.52,lost customers
121,1,144.96,76.65,43.48,62.72,2.97,Low
242,2,477.28,47.19,91.93,92.51,4.28,High
428,1,176.35,15.56,43.48,71.21,2.75,Low
138,1,110.55,72.55,43.48,50.21,2.58,Low
258,1,60.9,44.38,43.48,23.7,1.62,Low
119,1,42.78,77.55,43.48,11.94,1.53,lost customers
583,1,137.48,1.17,43.48,60.25,2.33,Low
112,1,119.02,79.21,43.48,54.03,2.74,Low
368,2,190.96,23.79,91.93,74.06,3.58,Medium
245,1,92.57,46.43,43.48,42.15,2.16,Low
580,1,194.01,1.48,43.48,74.62,2.75,Low
238,2,46.0,48.15,91.93,14.2,2.05,Low
125,1,248.22,75.83,43.48,81.97,3.51,Medium
496,1,118.39,7.86,43.48,53.79,2.2,Low
177,1,123.53,62.8,43.48,55.53,2.66,Low
575,1,69.54,1.78,43.48,29.77,1.47,lost customers
79,1,47.22,85.24,43.48,14.98,1.67,Low
162,1,167.22,66.28,43.48,68.94,3.07,Medium
453,1,55.09,12.97,43.48,20.05,1.28,lost customers
246,2,364.72,46.03,91.93,89.18,4.17,High
289,2,120.36,36.12,91.93,54.52,3.11,Medium
483,1,196.92,9.38,43.48,75.21,2.82,Low
422,1,134.46,16.31,43.48,59.19,2.42,Low
148,1,20.29,69.62,43.48,0.49,1.14,lost customers
273,1,88.72,41.65,43.48,40.5,2.08,Low
314,1,2467.33,31.76,43.48,99.55,3.68,Medium
200,1,173.27,57.31,43.48,70.43,3.05,Medium
121,1,52.78,76.65,43.48,18.49,1.71,Low
190,1,199.73,59.68,43.48,75.72,3.21,Medium
267,3,648.45,42.88,97.68,95.15,4.4,High
408,1,162.55,18.22,43.48,67.54,2.67,Low
62,1,77.65,88.57,43.48,34.88,2.27,Low
449,1,38.42,13.36,43.48,9.31,0.97,lost customers
222,1,220.88,52.15,43.48,79.06,3.25,Medium
225,1,39.84,51.22,43.48,10.03,1.28,lost customers
519,1,98.21,6.01,43.48,44.76,1.93,Low
125,1,118.93,75.83,43.48,53.99,2.72,Low
461,1,102.82,12.11,43.48,46.85,2.03,Low
203,2,97.36,56.36,91.93,44.36,2.97,Low
189,1,245.06,60.04,43.48,81.67,3.39,Medium
239,1,165.7,47.78,43.48,68.5,2.92,Low
93,1,58.13,82.17,43.48,22.14,1.86,Low
288,1,97.21,36.66,43.48,44.31,2.15,Low
359,1,60.05,25.06,43.48,23.27,1.46,lost customers
316,1,102.74,31.45,43.48,46.82,2.18,Low
337,1,50.0,28.28,43.48,16.8,1.3,lost customers
154,1,109.8,68.41,43.48,49.99,2.55,Low
138,1,48.96,72.55,43.48,16.23,1.62,Low
71,6,1731.6,86.93,99.68,99.09,4.87,Top
141,1,68.64,71.36,43.48,29.21,1.98,Low
281,1,132.05,39.3,43.48,58.37,2.57,Low
280,1,400.8,39.78,43.48,90.5,3.49,Medium
323,6,1196.55,30.43,99.68,98.27,4.42,High
316,2,248.64,31.45,91.93,82.0,3.86,Medium
252,1,187.65,44.91,43.48,73.37,3.04,Medium
223,1,51.0,51.86,43.48,17.39,1.49,lost customers
170,1,57.46,64.56,43.48,21.55,1.71,Low
120,1,1891.63,77.1,43.48,99.22,4.01,High
266,2,56.78,43.2,91.93,21.07,2.21,Low
169,1,67.36,64.85,43.48,28.26,1.9,Low
163,1,130.69,66.02,43.48,57.96,2.76,Low
181,2,203.68,62.16,91.93,76.29,3.93,Medium
204,2,253.08,55.99,91.93,82.4,4.06,High
41,1,43.17,93.18,43.48,12.27,1.66,Low
358,1,472.94,25.28,43.48,92.4,3.43,Medium
244,1,144.99,46.76,43.48,62.74,2.75,Low
257,1,36.35,44.55,43.48,7.58,1.16,lost customers
372,1,78.47,23.21,43.48,35.32,1.79,Low
576,1,1246.42,1.69,43.48,98.39,3.43,Medium
100,2,31.29,80.68,91.93,4.2,2.01,Low
162,1,273.76,66.28,43.48,84.06,3.5,Medium
155,1,63.13,68.05,43.48,25.27,1.84,Low
541,1,132.41,4.07,43.48,58.48,2.31,Low
245,1,220.58,46.43,43.48,79.02,3.21,Medium
64,1,129.86,88.19,43.48,57.72,2.92,Low
503,1,282.27,7.25,43.48,84.6,3.07,Medium
147,1,64.13,69.99,43.48,26.09,1.88,Low
575,1,317.2,1.78,43.48,86.85,3.1,Medium
407,1,107.37,18.4,43.48,49.0,2.14,Low
40,1,186.39,93.51,43.48,73.1,3.39,Medium
281,1,263.76,39.3,43.48,83.27,3.28,Medium
34,2,319.24,95.23,91.93,87.03,4.48,High
218,1,145.56,52.84,43.48,62.86,2.8,Low
78,1,56.1,85.6,43.48,20.66,1.84,Low
151,1,63.23,69.18,43.48,25.32,1.85,Low
153,1,67.36,68.72,43.48,28.26,1.93,Low
286,1,121.91,37.94,43.48,54.97,2.46,Low
253,2,558.08,44.71,91.93,93.93,4.3,High
338,1,73.34,28.1,43.48,32.16,1.74,Low
426,1,71.82,15.9,43.48,31.11,1.61,Low
272,1,122.17,41.99,43.48,55.05,2.49,Low
21,1,70.69,98.88,43.48,30.38,2.22,Low
93,1,25.03,82.17,43.48,1.61,1.27,lost customers
163,1,129.65,66.02,43.48,57.66,2.75,Low
414,2,267.66,17.42,91.93,83.61,3.8,Medium
194,1,43.0,58.92,43.48,12.07,1.39,lost customers
335,1,93.48,28.62,43.48,42.62,2.04,Low
302,1,444.92,33.31,43.48,91.77,3.47,Medium
27,1,88.5,97.29,43.48,40.39,2.49,Low
194,1,84.91,58.92,43.48,38.34,2.14,Low
267,1,35.0,42.88,43.48,6.56,1.12,lost customers
202,1,117.97,56.75,43.48,53.62,2.56,Low
237,1,65.01,48.51,43.48,26.67,1.73,Low
322,1,31.75,30.67,43.48,4.45,0.97,lost customers
153,3,301.86,68.72,97.68,85.85,4.33,High
154,1,46.09,68.41,43.48,14.29,1.53,lost customers
285,1,162.29,38.44,43.48,67.48,2.82,Low
174,1,207.54,63.8,43.48,76.92,3.28,Medium
86,1,44.29,83.78,43.48,13.04,1.61,Low
291,1,422.03,35.81,43.48,91.17,3.48,Medium
90,1,61.78,83.17,43.48,24.27,1.92,Low
323,2,110.36,30.43,91.93,50.16,2.94,Low
323,1,45.09,30.43,43.48,13.58,1.22,lost customers
207,1,215.14,55.49,43.48,78.08,3.25,Medium
490,1,47.01,8.51,43.48,14.87,1.1,lost customers
37,1,88.12,93.99,43.48,40.22,2.46,Low
140,1,216.06,71.82,43.48,78.24,3.38,Medium
110,1,90.3,79.58,43.48,41.24,2.38,Low
513,1,94.63,6.36,43.48,43.13,1.89,Low
420,2,238.96,16.7,91.93,81.13,3.72,Medium
120,1,818.69,77.1,43.48,96.7,3.94,Medium
140,1,63.28,71.82,43.48,25.42,1.87,Low
28,1,39.25,96.93,43.48,9.79,1.61,Low
146,1,410.9,70.32,43.48,90.78,3.72,Medium
281,1,132.17,39.3,43.48,58.43,2.57,Low
226,2,120.36,50.95,91.93,54.52,3.22,Medium
288,2,347.88,36.66,91.93,88.45,4.08,High
361,1,102.07,24.96,43.48,46.55,2.12,Low
34,1,177.88,95.23,43.48,71.54,3.36,Medium
231,1,57.5,49.87,43.48,21.57,1.6,lost customers
351,1,73.34,26.3,43.48,32.16,1.72,Low
357,1,177.58,25.53,43.48,71.49,2.84,Low
238,1,121.07,48.15,43.48,54.7,2.53,Low
36,1,488.47,94.46,43.48,92.73,3.96,Medium
595,1,272.33,0.58,43.48,83.96,3.01,Medium
582,1,79.22,1.28,43.48,35.65,1.63,Low
15,1,49.45,99.85,43.48,16.56,1.83,Low
287,1,35.4,37.33,43.48,6.95,1.09,lost customers
236,1,50.34,48.83,43.48,17.07,1.46,lost customers
224,1,61.01,51.55,43.48,23.78,1.67,Low
216,1,171.44,53.55,43.48,70.02,3.01,Medium
132,1,84.41,73.76,43.48,38.1,2.25,Low
287,1,74.16,37.33,43.48,32.66,1.82,Low
567,1,161.91,2.28,43.48,67.36,2.55,Low
173,2,356.68,64.11,91.93,88.87,4.3,High
300,1,40.84,33.71,43.48,10.66,1.17,lost customers
58,1,85.58,88.88,43.48,38.69,2.38,Low
310,1,54.0,32.06,43.48,19.26,1.4,lost customers
270,1,24.68,42.51,43.48,1.48,0.97,lost customers
252,1,619.34,44.91,43.48,94.78,3.65,Medium
175,1,73.25,63.49,43.48,32.03,2.0,Low
198,1,57.59,57.49,43.48,21.67,1.66,Low
393,2,204.24,20.34,91.93,76.4,3.62,Medium
